Feature	TotalMutations	TotalLength	ExpectedMutFrequency	fc_m	p_m	adjp_m	H_m	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Frame_Shift_Del_out	Frame_Shift_Ins_out	Nonsense_Mutation_out
PF14728|PTHB1_C-terminus	31	4141	0.000150684343809346	1.0368522452959	0.444253055090555	1	0.918720760476803	1	0	0	0	29	1	0	4	1	1
PF14732|Ubiquitin/SUMO-activating_enzyme_ubiquitin-like_domain	4	435	1.58289518370117e-05	1.27359440794078	0.38426106210208	1	0	0	0	0	0	3	1	0	0	0	1
PF14735|HAUS_augmin-like_complex_subunit_4	3	2563	9.32634564557725e-05	0.162118679512555	0.99999824814844	1	0.682606194485985	0	0	0	0	3	0	0	1	0	1
PF14736|Protein_N-terminal_asparagine_amidohydrolase	9	2899	0.000105489957185051	0.429986383846856	0.998844393762482	1	0.622365972874449	3	0	0	0	6	0	0	3	0	0
PF14737|Domain_of_unknown_function_(DUF4470)	1	856	3.11484661436369e-05	0.16180302787799	0.997930504279419	1	0	0	0	0	0	1	0	0	0	0	0
PF14738|Solute_carrier_(proton/amino_acid_symporter),_TRAMD3_or_PAT1	9	1216	4.42482883535776e-05	1.02510734109542	0.51497195817051	1	0.91829583405449	1	0	0	0	7	1	0	1	0	1
PF14739|Domain_of_unknown_function_(DUF4472)	6	911	3.31498278701556e-05	0.91220675212004	0.642121434574108	1	0.969723899868247	0	0	0	0	6	0	0	0	0	0
PF14740|Domain_of_unknown_function_(DUF4471)	19	2832	0.0001030519347182	0.929224733547891	0.655439663951738	1	0.830603025304064	2	2	0	0	14	1	0	2	2	1
PF14744|WASH_complex_subunit_7	14	3839	0.000139695048511007	0.50509181716328	0.998494544432488	1	0.947331203080126	1	0	0	0	12	1	0	3	1	2
PF14745|WASH_complex_subunit_7,_N-terminal	15	5967	0.000217129553129768	0.348173433543387	0.99999975300892	1	0.925633916873193	2	1	1	0	10	1	0	2	1	1
PF14746|WASH_complex_subunit_7,_C-terminal	7	1859	6.76460263563328e-05	0.521529716538416	0.979831256536037	1	0.793465998035776	0	0	0	0	7	0	0	3	1	2
PF14748|Pyrroline-5-carboxylate_reductase_dimerisation	7	2332	8.48577372043939e-05	0.415747745731096	0.997699918616054	1	1	0	0	0	0	7	0	0	0	0	0
PF14749|Acyl-coenzyme_A_oxidase_N-terminal	3	1298	4.72321367458419e-05	0.32011569768157	0.995380651074845	1	1	0	0	0	0	3	0	0	0	0	0
PF14750|Integrator_complex_subunit_2	35	12155	0.000442300941560638	0.398816842058789	0.999999999950662	1	0.832411207868915	3	0	0	0	31	1	0	3	0	1
PF14752|Retinol_binding_protein_receptor	20	4765	0.000173390702306577	0.581336377181781	0.996905428056073	1	0.890316864818223	1	0	0	0	19	0	0	1	0	0
PF14753|Domain_of_unknown_function_(DUF4475)	8	2145	7.80531073342302e-05	0.516562766857098	0.986443040535286	1	0.856905923553974	0	0	0	0	8	0	0	2	0	0
PF14759|Reductase_C-terminal	2	438	1.59381170220946e-05	0.632435579285659	0.823829695293463	1	0.630929753571458	0	0	0	0	2	0	0	0	0	1
PF14761|Hermansky-Pudlak_syndrome_3	4	2299	8.36569201684826e-05	0.240980238127115	0.999943292056297	1	0.946394630357186	0	1	0	0	3	0	0	0	1	0
PF14762|Hermansky-Pudlak_syndrome_3,_middle_region	14	4257	0.000154905397632549	0.455496238217015	0.99973690419598	1	0.910166310039507	1	2	0	0	10	1	0	1	3	1
PF14763|Hermansky-Pudlak_syndrome_3,_C-terminal	14	3872	0.000140895865546918	0.500787057357911	0.998682269081505	1	0.917811462062928	0	0	0	0	12	2	0	1	3	3
PF14764|AP-5_complex_subunit,_vesicle_trafficking	17	4994	0.0001817236447679	0.471477305102225	0.999851579826186	1	0.759450603903771	3	1	0	0	13	0	0	3	1	3
PF14765|Polyketide_synthase_dehydratase	3	2090	7.60517456077115e-05	0.19880869645487	0.999963683188427	1	0.459147917027245	0	0	0	0	3	0	0	3	0	1
PF14766|Replication_protein_A_interacting_N-terminal	1	451	1.64111661574535e-05	0.307102864442482	0.961467940268952	1	0	0	0	0	0	1	0	0	0	0	0
PF14767|Replication_protein_A_interacting_middle	3	737	2.68182471353509e-05	0.563785855618288	0.899923473648946	1	1	0	0	0	0	3	0	0	0	0	0
PF14768|Replication_protein_A_interacting_C-terminal	3	902	3.28223323149071e-05	0.460654296663723	0.957360914242278	1	1	0	0	1	0	2	0	0	0	0	0
PF14769|Flagellar_C1a_complex_subunit_C1a-32	17	990	3.6024511077337e-05	2.37834107240456	0.00119344845561522	1	0.918623627515687	3	0	0	0	14	0	0	3	0	1
PF14770|Transmembrane_protein_18	9	1320	4.80326814364494e-05	0.944341308160632	0.611922510522407	1	0.987468750600964	0	0	0	0	8	1	0	0	0	1
PF14771|Domain_of_unknown_function_(DUF4476)	4	1034	3.7625600458552e-05	0.53579648689965	0.93950308489415	1	0.946394630357186	0	0	0	0	3	1	0	0	0	1
PF14774|FAM177_family	5	1309	4.76324090911456e-05	0.529042749669822	0.958478998561346	1	0.960964047443681	0	0	0	0	5	0	0	0	0	0
PF14778|Olfactory_receptor_4-like	7	2178	7.92539243701414e-05	0.44514405098481	0.995209364798521	1	0.982141032834875	1	0	0	0	6	0	0	1	0	0
PF14779|Ciliary_BBSome_complex_subunit_1	5	2805	0.000102069448052455	0.246886616512584	0.999986202641698	1	0.960964047443681	0	0	0	0	4	1	0	0	0	1
PF14780|Domain_of_unknown_function_(DUF4477)	5	2090	7.60517456077115e-05	0.331347827424783	0.999199740284546	1	1	0	0	1	0	3	1	0	0	0	1
PF14781|Ciliary_BBSome_complex_subunit_2,_N-terminal	4	1562	5.68386730331317e-05	0.354682181468782	0.996016206408566	1	0.811278124459133	0	0	0	0	4	0	0	0	0	0
PF14782|Ciliary_BBSome_complex_subunit_2,_C-terminal	15	4829	0.000175719559588344	0.430223830597099	0.999947319025987	1	0.849835009741446	2	0	0	0	12	1	0	2	0	1
PF14783|Ciliary_BBSome_complex_subunit_2,_middle_region	7	1210	4.40299579834119e-05	0.801259291772658	0.76813449108882	1	0.921185496588554	0	0	0	0	7	0	0	0	0	0
PF14784|C-terminal_domain_of_the_ECSIT_protein	5	1364	4.96337708176643e-05	0.507710380731523	0.967743054450108	1	0.960964047443681	0	1	0	0	4	0	0	1	1	0
PF14788|EF_hand	3	1015	3.69342209530273e-05	0.409369631123821	0.976899937042926	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14791|DNA_polymerase_beta_thumb	10	2125	7.7325339433678e-05	0.651780667593221	0.940520599479022	1	0.780482023721841	0	0	0	0	9	1	0	6	1	7
PF14792|DNA_polymerase_beta_palm	8	3005	0.000109347127057978	0.368727831916298	0.999756297805427	1	0.703884568226993	0	0	0	0	7	1	0	6	1	6
PF14796|Clathrin-adaptor_complex-3_beta-1_subunit_C-terminal	13	1015	3.69342209530273e-05	1.77393506820322	0.0367031687664756	1	0.930185222406311	2	0	0	0	10	1	0	2	1	4
PF14798|Calcium_homeostasis_modulator	55	2739	9.96678139806324e-05	2.781192607702	6.03627938813458e-11	2.58413120606041e-07	0.934818603400893	6	0	0	0	48	1	0	6	0	1
PF14799|FAM195_family	3	2068	7.5251200917104e-05	0.200923682587369	0.999958263882747	1	0	0	0	0	0	3	0	0	0	0	0
PF14800|Domain_of_unknown_function_(DUF4481)	6	2678	9.7448121883948e-05	0.310313798051291	0.999880837312607	1	0.969723899868247	0	1	0	0	5	0	0	0	1	0
PF14806|Coatomer_beta_subunit_appendage_platform	2	1452	5.28359495800943e-05	0.190776021850633	0.999678597224702	1	0.386852807234542	0	0	0	0	1	1	0	1	0	4
PF14807|Adaptin_AP4_complex_epsilon_appendage_platform	6	1133	4.12280515662857e-05	0.733468977212142	0.824733573687421	1	0.693426403617271	0	0	0	0	6	0	0	3	0	4
PF14808|TMEM164_family	7	2725	9.91583764502458e-05	0.355788529557767	0.999678100303977	1	0.921185496588554	0	0	0	0	6	1	0	0	0	1
PF14811|Protein_of_unknown_function_TPD_sequence-motif	11	1507	5.4837311306613e-05	1.01097366323766	0.525785661495405	1	0.916269588849909	0	0	0	0	11	0	0	0	0	0
PF14813|NADH_dehydrogenase_1_beta_subcomplex_subunit_2	3	70	2.54718765193292e-06	5.9358596512954	0.0148004722493274	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14815|NUDIX_domain	9	1199	4.36296856381082e-05	1.03964180714932	0.498353166401369	1	0.970835762725816	1	0	0	0	8	0	0	1	0	0
PF14816|Family_of_unknown_function,_FAM178	14	4169	0.000151703218870119	0.465110934538218	0.999616379940428	1	0.727335271586738	0	1	0	0	10	3	0	1	2	4
PF14818|Domain_of_unknown_function_(DUF4482)	22	2884	0.000104944131259636	1.05654459812701	0.426934003923666	1	0.924461455771103	0	3	0	0	19	0	0	2	3	4
PF14821|Threonine_synthase_N_terminus	2	78	2.83829481215383e-06	3.55136902214255	0.109926718866405	1	1	0	0	0	0	2	0	0	0	0	0
PF14822|Vasohibin	22	3435	0.000124994136919851	0.8870668474522	0.740211326254362	1	0.955672170287084	2	1	0	0	18	1	0	3	1	1
PF14826|FACT_complex_subunit_SPT16_N-terminal_lobe_domain	2	1620	5.89491999447333e-05	0.170991841806863	0.999894355549764	1	1	0	0	0	0	2	0	0	0	0	0
PF14828|Amnionless	8	3400	0.000123720543093885	0.32589033379661	0.999968122509451	1	0.928383211769586	2	0	0	0	5	1	0	2	0	1
PF14833|NAD-binding_of_NADP-dependent_3-hydroxyisobutyrate_dehydrogenase	8	2717	9.88672692900249e-05	0.407812710676656	0.998994180416263	1	0.916666666666667	0	0	0	0	7	1	0	3	6	1
PF14835|zf-RING_of_BARD1-type_protein	2	320	1.16442864088362e-05	0.865646199147246	0.671541632019838	1	1	0	0	0	0	2	0	0	0	0	0
PF14836|Ubiquitin-like_domain	8	3498	0.000127286605806591	0.316760187223692	0.999981018813217	1	0.666666666666667	0	0	0	0	8	0	0	0	0	4
PF14839|DOR_family	11	1804	6.56446646298141e-05	0.844532877216826	0.75046289240266	1	0.861900168023357	0	0	3	0	8	0	0	0	1	0
PF14843|Growth_factor_receptor_domain_IV	32	7395	0.000269092181229199	0.599338544913306	0.999363934296513	1	0.804316040399028	0	0	0	0	29	3	0	8	2	12
PF14844|PH_domain_associated_with_Beige/BEACH	12	3356	0.00012211945371267	0.495244547783883	0.997788632987795	1	0.819749955424175	2	0	0	0	6	4	0	7	4	15
PF14845|beta-acetyl_hexosaminidase_like	3	2684	9.76664522541137e-05	0.154810050518136	0.999999201974386	1	1	0	0	0	0	3	0	0	0	0	0
PF14846|Domain_of_unknown_function_(DUF4485)	3	870	3.16579036740234e-05	0.477597902977791	0.949475155409989	1	1	1	0	0	0	2	0	0	1	0	0
PF14851|FAM176_family	12	2969	0.000108037144836983	0.559798148320213	0.989717657764981	1	0.917209722462608	0	0	1	0	11	0	0	0	0	0
PF14854|Leucine_rich_adaptor_protein	9	605	2.2014978991706e-05	2.06038103598683	0.0344554073638584	1	0.849977406949301	0	0	0	0	9	0	0	1	0	0
PF14857|TMEM151_family	17	1480	5.38548246408675e-05	1.59091733897332	0.0451986259548865	1	0.876291019564469	0	1	0	0	14	2	0	0	1	2
PF14868|Domain_of_unknown_function_(DUF4487)	25	6072	0.000220950334607667	0.570254413140479	0.999215005859048	1	0.815476103664275	2	2	1	0	17	3	0	2	2	3
PF14874|Flagellar-associated_PapD-like	10	2352	8.55855051049461e-05	0.58887496540629	0.973629050794423	1	0.509032766526353	0	4	0	0	5	1	0	15	19	30
PF14875|N-term_cysteine-rich_ER,_FAM69	9	1862	6.77551915414157e-05	0.669457855409256	0.918875827116512	1	1	0	1	0	0	7	1	0	0	1	1
PF14878|Death-like_domain_of_SPT6	7	1210	4.40299579834119e-05	0.801259291772658	0.76813449108882	1	0.839910619630688	1	0	0	0	6	0	0	3	0	2
PF14881|Tubulin_domain	5	2934	0.000106763551011017	0.236031683475732	0.999993554394998	1	0.960229717860761	2	0	0	0	3	0	0	2	0	0
PF14887|HMG_(high_mobility_group)_box_5	4	924	3.36228770055146e-05	0.599581782959132	0.899412012129089	1	0.861353116146786	0	0	0	0	4	0	0	1	0	3
PF14892|Domain_of_unknown_function_(DUF4490)	2	1155	4.20285962568932e-05	0.239832713183653	0.997768472305734	1	1	0	0	0	0	2	0	0	0	0	0
PF14893|PNMA	114	7641	0.000278043726405992	2.06640317660591	2.91637371384468e-12	1.25345742221044e-08	0.959307208159472	4	4	2	0	95	9	0	4	4	9
PF14901|Cleavage_inducing_molecular_chaperone	4	1001	3.64247834226408e-05	0.553460107346891	0.929342424346874	1	0.534310780662033	0	0	0	0	4	0	0	2	0	5
PF14904|Family_of_unknown_function	13	3227	0.000117425350754108	0.557962223187565	0.992188672834887	1	0.90643150855566	1	0	0	0	11	1	0	1	0	1
PF14906|Domain_of_unknown_function_(DUF4495)	1	319	1.16078980138086e-05	0.434179911797992	0.900062077427006	1	0	0	0	1	0	0	0	0	0	0	0
PF14908|Domain_of_unknown_function_(DUF4496)	1	136	4.94882172375539e-06	1.01840729311441	0.625411744223934	1	0	0	0	0	0	1	0	0	0	0	0
PF14909|Spermatogenesis-assoc_protein_6	8	2496	9.08254339889224e-05	0.443921127767819	0.997146451483145	1	0.952819531114783	1	0	0	0	7	0	0	1	0	0
PF14910|S-phase_genomic_integrity_recombination_mediator,_N-terminal	31	7635	0.000277825396035826	0.562358238083869	0.999841769297575	1	0.859758833754345	0	0	0	0	28	3	0	0	0	3
PF14911|S-phase_genomic_integrity_recombination_mediator,_C-terminal	18	4125	0.000150102129488904	0.604378437222805	0.991959196191861	1	0.957994543545024	1	0	0	0	15	2	0	1	0	5
PF14913|DPCD_protein_family	7	1337	4.86512841519188e-05	0.725148648500311	0.846437176403509	1	0.962961064794514	0	0	0	0	7	0	0	0	0	0
PF14914|LRRC37A/B_like_protein_1_C-terminal_domain	17	8662	0.000315196277729185	0.271826098092878	0.999999999997601	1	0.845224173069128	2	1	0	0	14	0	0	5	3	5
PF14915|CCDC144C_protein_coiled-coil_region	114	8838	0.000321600635254045	1.78653390726927	9.61859105387359e-09	4.08886305700166e-05	0.834365768672005	8	6	0	0	90	10	0	30	9	25
PF14916|Coiled-coil_domain_of_unknown_function	6	1810	6.58629949999798e-05	0.459127265846053	0.989735464107255	1	1	0	0	0	0	6	0	0	0	0	0
PF14917|Coiled_coil_protein_74,_C_terminal	18	2519	9.16623670745575e-05	0.989702681041711	0.548790113335086	1	0.96551083575204	2	1	0	0	14	1	0	2	1	2
PF14918|MDM2-binding	11	275	1.00068086325936e-05	5.54013567454238	7.76922048695139e-06	0.032444264753509	0.924324387292664	0	0	2	0	9	0	0	0	0	0
PF14919|MDM2-binding	12	338	1.22992775193332e-05	4.91728018450507	9.95289161997346e-06	0.0415035580552893	0.951796180735844	1	0	0	0	11	0	0	1	0	0
PF14920|MDM2-binding	9	258	9.38820591712419e-06	4.83151366965905	0.000141333062078621	0.582433548825996	1	1	0	0	0	6	2	0	2	0	2
PF14922|Protein_of_unknown_function	15	1250	4.54854937845164e-05	1.66204070236271	0.0422794880909462	1	0.895129929769299	0	0	0	0	13	2	0	2	0	7
PF14923|Coiled-coil_protein_142	10	4598	0.000167313840336965	0.301225297658894	0.999999302884356	1	0.898244401703927	0	0	0	0	10	0	0	1	0	0
PF14926|Domain_of_unknown_function_(DUF4498)	9	1960	7.13212542541218e-05	0.635984962638793	0.942408526527378	1	0.970835762725816	0	0	0	0	7	2	0	0	0	2
PF14927|Neurensin	31	2192	7.9763361900528e-05	1.95876147252297	0.000476179314613204	1	0.863145299651021	2	4	0	0	24	1	0	2	7	2
PF14929|TAF_RNA_Polymerase_I_subunit_A	22	4345	0.000158107576394979	0.701282996777516	0.966965365658863	1	0.940374202931736	1	0	0	0	19	2	0	2	0	2
PF14931|Intraflagellar_transport_complex_B,_subunit_20	4	1309	4.76324090911456e-05	0.423234199735858	0.984609424193312	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF14932|HAUS_augmin-like_complex_subunit_3	12	2794	0.000101669175707151	0.594860666557879	0.980375552953812	1	0.864786979256811	1	0	2	0	6	3	0	1	0	3
PF14934|Domain_of_unknown_function_(DUF4499)	3	979	3.56242387320333e-05	0.424423059847475	0.971857515500197	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14935|Transmembrane_protein_138	4	1309	4.76324090911456e-05	0.423234199735858	0.984609424193312	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF14936|Tumour_protein_p53-inducible_protein_11	10	1958	7.12484774640666e-05	0.707371766412459	0.896930708316775	1	0.785475297227334	1	0	0	0	9	0	0	1	0	0
PF14938|Soluble_NSF_attachment_protein,_SNAP	29	8039	0.000292526307626982	0.499639055111733	0.999990743594596	1	0.911719518129714	1	4	3	0	21	0	0	1	4	1
PF14939|DDB1-and_CUL4-substrate_receptor_15,_WD_repeat	2	2343	8.52580095496976e-05	0.118227393822927	0.999999194231092	1	1	0	0	0	0	2	0	0	0	0	0
PF14940|Transmembrane_219	10	4543	0.000165312478610447	0.304872093030067	0.999999065627347	1	0.975614963150836	0	0	0	0	9	1	0	0	0	1
PF14942|Organelle_biogenesis,_Muted-like_protein	2	1606	5.84397624143467e-05	0.172482430714271	0.999884048497577	1	1	0	0	0	0	2	0	0	0	0	0
PF14944|Tongue_Cancer_Chemotherapy_Resistant_Protein_1	17	1872	6.81190754916918e-05	1.25777652867549	0.203718857696345	1	0.93375929125317	4	0	0	0	12	1	0	4	0	1
PF14946|Domain_of_unknown_function_(DUF4501)	5	1738	6.32430305579917e-05	0.398456248169043	0.994836086470015	1	1	1	0	0	0	4	0	0	2	0	0
PF14948|RESP18_domain	3	64	2.32885728176724e-06	6.49234649360435	0.0116755253567027	1	0.459147917027245	0	1	0	0	2	0	0	2	1	0
PF14949|ARF7_effector_protein_C-terminus	6	1144	4.16283239115894e-05	0.726416390892794	0.831420354919215	1	0.871049064255153	0	0	0	0	5	1	0	3	0	1
PF14950|Domain_of_unknown_function_(DUF4502)	3	1074	3.90811362596565e-05	0.386880982859104	0.983352543843935	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14951|Domain_of_unknown_function_(DUF4503)	12	4268	0.000155305669977853	0.389419096148714	0.99996257127001	1	0.920782221161602	0	0	1	0	8	3	0	0	0	3
PF14954|Limb_expression_1	18	2750	0.000100068086325936	0.906567655834207	0.691858847110798	1	0.956304734197469	0	1	0	0	15	2	0	0	1	2
PF14956|Domain_of_unknown_function_(DUF4505)	3	1958	7.12484774640666e-05	0.212211529923738	0.999916590045477	1	1	0	0	0	0	3	0	0	0	0	0
PF14957|Cdc42_effector	13	1320	4.80326814364494e-05	1.36404855623202	0.166146937270372	1	0.98929725585177	1	0	0	0	12	0	0	1	3	0
PF14959|gamma-Secretase-activating_protein_C-term	1	1209	4.39935695883843e-05	0.114560291036856	0.999838211417223	1	0	0	0	0	0	1	0	0	1	0	2
PF14960|ATP_synthase_regulation	1	550	2.00136172651872e-05	0.251824348842835	0.981146592667447	1	0	1	0	0	0	0	0	0	1	0	0
PF14961|Broad-minded_protein	52	11205	0.000407731966284405	0.642764513780017	0.999754221272919	1	0.907693851144204	4	0	0	0	43	5	0	6	0	9
PF14962|Mitochondria_Localisation_Sequence	9	1111	4.04275068756782e-05	1.12198967306214	0.410448804219388	1	0.982567593073363	0	0	0	0	9	0	0	0	0	0
PF14963|Calcium_signal-modulating_cyclophilin_ligand	12	2959	0.000107673260886707	0.561689997418963	0.989321445306507	1	0.942631203937882	0	0	0	0	11	1	0	0	0	1
PF14964|Domain_of_unknown_function_(DUF4507)	18	3420	0.000124448310994437	0.728965220334523	0.932197021389632	1	0.849951677170953	1	0	0	0	14	3	0	1	0	3
PF14965|Negative_regulator_of_p53/TP53	14	1958	7.12484774640666e-05	0.990320472977442	0.549986402753697	1	0.904219427850283	0	1	0	1	10	2	0	0	1	3
PF14967|FAM70_protein	34	5131	0.000186708854886683	0.917777299427211	0.713762317076978	1	0.913115296802373	2	1	0	0	27	4	0	2	1	4
PF14968|Coiled_coil_protein_84	7	3498	0.000127286605806591	0.277165163820731	0.999994992703828	1	0.921185496588554	0	0	0	0	7	0	0	0	0	0
PF14970|Domain_of_unknown_function_(DUF4509)	3	1864	6.78279683314709e-05	0.222913184329763	0.999849920729249	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14971|Domain_of_unknown_function_(DUF4510)	2	1782	6.48441199392066e-05	0.15544712891533	0.999964180570823	1	0	0	0	0	0	2	0	0	0	0	0
PF14972|Mitochondrial_morphogenesis_regulator	2	1793	6.52443922845104e-05	0.154493465547752	0.999966725991082	1	0	0	0	0	0	2	0	0	0	0	0
PF14973|TERF1-interacting_nuclear_factor_2_N-terminus	1	1639	5.9640579450258e-05	0.0845048150479313	0.999992746294447	1	0	0	0	0	0	1	0	0	0	0	0
PF14974|Domain_of_unknown_function_(DUF4511)	9	1122	4.0827779220982e-05	1.11098977430663	0.421532116465872	1	0.935944697445866	1	1	0	0	7	0	0	1	1	0
PF14975|Domain_of_unknown_function_(DUF4512)	2	572	2.08141619557947e-05	0.484277593928529	0.917487879063753	1	1	0	0	0	0	1	1	0	0	0	1
PF14976|FAM72_protein	7	1826	6.64452093204216e-05	0.530954952379472	0.97676748576626	1	1	0	1	0	0	6	0	0	0	1	0
PF14979|Transmembrane_52	13	2029	7.38320535110271e-05	0.887404679263811	0.702343647300977	1	0.932935087956549	0	0	0	0	13	0	0	0	0	0
PF14981|FAM165_family	1	550	2.00136172651872e-05	0.251824348842835	0.981146592667447	1	0	0	0	0	0	1	0	0	0	0	0
PF14986|Domain_of_unknown_function_(DUF4514)	3	600	2.18330370165679e-05	0.692516959317797	0.806631283193071	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF14987|NADH_dehydrogenase_1_alpha_subcomplex_subunit_3	3	913	3.32226046602108e-05	0.45510424489669	0.959793878388826	1	1	0	0	0	0	3	0	0	0	0	0
PF14988|Domain_of_unknown_function_(DUF4515)	18	3413	0.000124193592229244	0.730460314545581	0.930921337332714	1	0.91668760526886	0	0	1	0	17	0	0	1	1	0
PF14989|Coiled-coil_domain_containing_32	3	1639	5.9640579450258e-05	0.253514445143794	0.999398958464767	1	1	0	0	0	0	3	0	0	0	0	0
PF14990|Domain_of_unknown_function_(DUF4516)	1	495	1.80122555386685e-05	0.279804832047595	0.971955195374883	1	0	0	0	0	0	1	0	0	0	0	0
PF14995|Transmembrane_protein	4	1353	4.92334984723606e-05	0.409470485923309	0.987766269760432	1	1	0	0	0	0	3	1	0	0	0	1
PF14998|Transcription_Regulator	8	172	6.25880394474946e-06	6.44201822621207	4.68909670503246e-05	0.194175494555394	0.946394630357186	1	1	0	0	5	1	0	1	1	1
PF15000|Tumour_suppressor_candidate_2	1	432	1.57197866519289e-05	0.320609703387869	0.955802263607215	1	0	0	0	0	0	0	1	0	0	0	1
PF15001|AP-5_complex_subunit_sigma-1	10	2123	7.72525626436227e-05	0.652394686121335	0.940112308685571	1	0.844541246458715	1	0	0	0	9	0	0	1	0	0
PF15003|HAUS_augmin-like_complex_subunit_2	4	2299	8.36569201684826e-05	0.240980238127115	0.999943292056297	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF15004|Myeloma-overexpressed-like	2	605	2.2014978991706e-05	0.457862452441519	0.931961103341152	1	1	0	0	0	0	2	0	0	0	0	0
PF15005|Izumo_sperm-egg_fusion	15	1694	6.16419411767767e-05	1.2264172833255	0.249238778646249	1	0.960255009846156	2	0	0	0	11	2	0	2	0	2
PF15006|Domain_of_unknown_function_(DUF4517)	8	1617	5.88400347596505e-05	0.685236323381865	0.895303385268593	1	0.967132018086354	0	0	0	0	7	1	0	0	0	1
PF15007|Centrosomal_spindle_body,_CEP44	5	1430	5.20354048894868e-05	0.484277593928529	0.976326477804989	1	0.970950594454669	1	0	0	0	4	0	0	1	0	0
PF15010|Putative_cell_signalling	36	4481	0.000163056398118735	1.11272530843297	0.283109681366307	1	0.821621915646269	3	2	0	0	31	0	0	3	2	0
PF15011|Casein_Kinase_2_substrate	1	1826	6.64452093204216e-05	0.0758507074827817	0.999998119984755	1	0	0	0	0	0	1	0	0	0	0	0
PF15013|CCSMST1_family	5	75	2.72912962707099e-06	9.23355945757063	0.000247817179642741	1	1	0	0	0	0	5	0	0	0	0	0
PF15016|Domain_of_unknown_function_(DUF4520)	3	910	3.3113439475128e-05	0.456604588561185	0.959143605596953	1	0.792481250360578	0	0	0	0	3	0	0	1	0	0
PF15019|C9orf72-like_protein_family	11	2915	0.000106072171505492	0.522654308919092	0.993910890058672	1	0.960955793385934	1	0	1	0	9	0	0	1	0	0
PF15020|Cation_channel_sperm-associated_protein_subunit_delta	52	1484	5.40003782209779e-05	4.85321858282014	1.24295552678307e-19	5.41307131914027e-16	0.866874004611197	1	3	1	0	46	1	0	1	3	1
PF15023|Protein_of_unknown_function_(DUF4523)	4	336	1.2226500729278e-05	1.64884990313761	0.226714085240808	1	1	1	0	0	0	3	0	0	1	0	0
PF15024|Glycosyltransferase_family_18	38	322	1.17170631988914e-05	16.3451207789294	1.66008159484111e-32	7.28775820135246e-29	0.912618438374406	2	0	0	0	35	1	0	3	0	1
PF15025|Domain_of_unknown_function_(DUF4524)	6	1470	5.34909406905913e-05	0.565319966790038	0.952849417072766	1	0.959147917027245	1	0	0	0	5	0	0	1	0	0
PF15027|Domain_of_unknown_function_(DUF4525)	9	1507	5.4837311306613e-05	0.827160269921722	0.757247357170622	1	0.982567593073363	2	0	0	0	7	0	0	2	0	0
PF15032|Protein_of_unknown_function_(DUF4529)	17	3830	0.000139367552955758	0.614767013493606	0.988096359858598	1	0.918623627515687	0	1	0	0	15	1	0	0	1	1
PF15035|Ciliary_rootlet_component,_centrosome_cohesion	5	716	2.6054090839771e-05	0.967202457147761	0.588738913426592	1	0.721928094887362	0	0	0	0	5	0	0	0	0	0
PF15036|Interleukin_34	1	1771	6.44438475939029e-05	0.0782063195164085	0.999997203389735	1	0	0	0	0	0	1	0	0	0	0	0
PF15037|Interleukin-17_receptor_extracellular_region	37	8636	0.000314250179458467	0.59340267472808	0.99979150882444	1	0.940386758762529	2	1	0	0	33	1	0	2	1	1
PF15043|CB1_cannabinoid_receptor-interacting_protein_1	11	1782	6.48441199392066e-05	0.854959209034317	0.736651753154851	1	0.912206632932989	0	0	0	0	11	0	0	0	0	0
PF15044|Mitochondrial_function,_CLU-N-term	3	801	2.91471044171181e-05	0.518739295369136	0.927634428634199	1	1	1	0	0	0	2	0	0	1	0	0
PF15045|Clathrin-binding_box_of_Aftiphilin,_vesicle_trafficking	4	1650	6.00408517955617e-05	0.335765798457114	0.997549759327277	1	0.630929753571458	0	0	0	0	4	0	0	2	0	4
PF15048|Organic_solute_transporter_subunit_beta_protein	4	960	3.49328592265086e-05	0.577097466098164	0.914582630266182	1	0.946394630357186	0	0	0	0	3	1	0	0	0	1
PF15049|Protein_of_unknown_function_(DUF4534)	4	1600	5.8221432044181e-05	0.346258479658898	0.996767515255325	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF15050|SCIMP_protein	3	1434	5.21809584695973e-05	0.289756049923764	0.99792973277663	1	1	1	0	0	0	2	0	0	1	0	0
PF15051|FAM198_protein	17	3468	0.000126194953955762	0.678938195409605	0.962861051993853	1	0.970330751005015	2	0	0	0	13	2	0	2	0	3
PF15052|TMEM169_protein_family	10	131	4.76687974861732e-06	10.5727780048519	6.70245442878885e-08	0.000283312748704905	0.844541246458715	0	0	0	0	10	0	0	1	0	1
